frankly I'll be honest, Chouard he's a good guy he has ideas 
Thank you my little Cyril, I am delighted that you could draw 
I am delighted that you could draw conclusions with three crap I 
could draw conclusions with three crap I swing a cat webs on 
@stocky: no, they are compromised and corrupt as all face finance (by 
and corrupt as all face finance (by cunning and by force if 
@satanicwarmaster: hard to deny that the interests related to wear form the 
@cyrildelacour: one can imagine an Islamic bank managed by the french, finally 
Islamic bank managed by the french, finally there is the word that 
are already cooperative banks, what is the difference with a citizens bank? 
@stocky: bank managed by the French who use the money "frank wear" 
@ondortlejouronboitlanuit: the ECB is especially independent voters, not a dependent citizen bank 
independent voters, not a dependent citizen bank which uses the currency, not 
citizen bank which uses the currency, not so difficult to understand, right? 
@cyrildelacour I prefer independent institutions to those in the pay of this 
An idea submitted to consensus Use francs In the Constitution, stipulate that: 
Use francs In the Constitution, stipulate that: The Citizens Bank of France 
Good evening, some information on recent movements 2010/2011, the Occupy movement to 
recent movements 2010/2011, the Occupy movement to try to take in Paris 
But it was under Sarkozy, police pressure to Bastille and the gagging 
police pressure to Bastille and the gagging of the mainstream media that 
Because remember, France was indignant against the pension reform in October / 
against the pension reform in October / November 2010 (3 million people 
October / November 2010 (3 million people in the street, blocking the 
net/node/135 CR General Assembly May 31, 2011 These committees meet at 16:30 
31, 2011 These committees meet at 16:30 Thursday, June 2, 2011, on 
 Displaced to make them invisible, framed by CRS as impossible to 
invisible, framed by CRS as impossible to do before the Bastille steps 
 A permanent presence of CRS, 1 every 5 m for 2 
CRS, 1 every 5 m for 2 months before the steps of 
for 2 months before the steps of the Bastille !! perhaps it 
steps of the Bastille !! perhaps it has forgotten what France under 
perhaps it has forgotten what France under Sarkozy (Hortefeux, Gueant Woerth Lagarde 
Despite a decline in mobilization, Thursday, October 28, the unions called for 
Thursday, October 28, the unions called for further mobilization against pension reform 
@ondortlejouronboitlanuit: dependent on general meetings which decide the consensus guidelines of the 
This is not the bastion that must be taken, but to the 
financial cooperative that offers savings and credit of solutions-oriented projects with a 
and credit of solutions-oriented projects with a social utility, ecological and / 
Oh nothing everyone has the right to speak, but I read stuff 
 well short Explode you Just try not to pollute the wire 
Just try not to pollute the wire but #accueil discuss any anything 
the wire but #accueil discuss any anything in # blah or join 
any anything in # blah or join a channel in the discussion 
or join a channel in the discussion topic of your choice, or 
the reception is to welcome, not pourles debates, if not new is 
not pourles debates, if not new is lost, thank you for your 
Oh nothing everyone has the right to speak, but I read stuff 
 well short Explode you Just try not to pollute the wire 
Just try not to pollute the wire but #accueil discuss any anything 
the wire but #accueil discuss any anything in # blah or join 
any anything in # blah or join a channel in the discussion 
or join a channel in the discussion topic of your choice, or 
ADMIN: but if the majority that it was chosen for the debate 
that it was chosen for the debate you can not do it 
this is not "the majority", that is people who are barely, and 
that is people who are barely, and who do not necessarily know 
barely, and who do not necessarily know that there are other existing 
@ericperif: Yes, but the bank is not supported by public meetings and 
It's already warm enough for the cat to organize do not spoiling 
The ideal use of the OPEN I chan says, is to get 
OPEN I chan says, is to get involved in the organization, also 
to get involved in the organization, also at the practical level in 
ADMIN: then it will find a way to automatically redirect people who 
a way to automatically redirect people who want debatre on chan crap 
people who want debatre on chan crap as it is naturally inclined 
comm is that arive anyway to actually organize and connect with lots 
@cyrildelacour: not exactly, he really has a practical function in this chat 
 The agora, there is the discourse of Lyon for example, or 
the discourse of Lyon for example, or we find extremely develops here 
ADMIN: I have an idea, kind when you log you automatically have 
kind when you log you automatically have the chan and blah accceuil 
get to organize, is the great chalenge is necessary, this necessity is 
Everybody just go on IRC burst, everyone does what he wants eh, 
burst, everyone does what he wants eh, I do not care, I'm 
wants eh, I do not care, I'm just here it is a 
care, I'm just here it is a meeting point which allows people 
is a meeting point which allows people of all of mouvemet get 
According to the discussion of the blahblah gets off, but Simone car, 
 Here too you can tell me, but just be aware that 
tell me, but just be aware that here it works well for 
in chatter sometimes drown good ideas, but sometimes the opposite happens, an 
ideas, but sometimes the opposite happens, an idea rises above the chatter 
happens, an idea rises above the chatter (Finkielkraut's dream would be to 
the chatter (Finkielkraut's dream would be to personally rise above the debates?) 
ADMIN: one can also imagine a Home bot just talk to you 
ca used to it the Shan than 1,800 people are not in 
Shan than 1,800 people are not in the same place and it 
ADMIN @: I want to share ideas and accept the ambient chatter 
you have the right to be royalist and want to return to 
be royalist and want to return to the franc, ca me a 
return to the franc, ca me a key without moving the other 
@ondortlejouronboitlanuit: (I do not want my face on future parts 1 Franc) 
ADMIN if want that wisdom prevails (sharing) made me a royalist, then 
prevails (sharing) made me a royalist, then yes I am a royalist 
avoidance of kiker ca me makes me coler plus I pourais spamer 
@satanicwarmaster: I'm not Jesus Christ, but yes my way I'm angry against 
but yes my way I'm angry against the great priests and the 
that the use of restraint here (admin what) ???? Good question, right? 
here (admin what) ???? Good question, right? Who has that responsibility here? 
@cyrildelacour: it's me I'm the king, I will make a dictatorship out 
king, I will make a dictatorship out all night standing, it works, 
dictatorship out all night standing, it works, we only speak of me 
it works, we only speak of me and of my great ideas 
"Close to Nicolas Sarkozy, Guillaume Peltier wants tax evaders have the opportunity 
Peltier wants tax evaders have the opportunity to invest their money hidden 
the opportunity to invest their money hidden in a French company in 
money hidden in a French company in exchange for dropping the charges 
SCAN THE POLICY - Close to Nicolas Sarkozy, Guillaume Peltier wants tax 
to Nicolas Sarkozy, Guillaume Peltier wants tax evaders have the opportunity to 
wants tax evaders have the opportunity to invest their money hidden in 
opportunity to invest their money hidden in a French company in exchange 
@amaury: @ simons-common-Lille careful there are flooder trolls how to attack, vigilance! 
Activism suddenly the message that sounded interesting is somewhat swept under the 
I am admin, if people need help, sometimes there is information in 
Activism: did you find an entry point on the wiki for reference 
I'm not Rohhh dev and I can not find my info in 
we will not migrate mectoub 1,800 people to just change a home 
wow this is war here This shows that the movement grows and 
This shows that the movement grows and spreads on the other hand 
not gonna prubert probably a teenager who discovers irc it will probably 
teenager who discovers irc it will probably make a lot of things 
but not trap a lot of people on other media tv / 
of people on other media tv / radio and probably other chan 
There is a place or a way to point out, fight against 
a way to point out, fight against it if ever it gets 
fight against it if ever it gets worse, or never? (Other than 
it gets worse, or never? (Other than you and the admins in 
 Could you make an update of the app, because your version 
I'm saying "no joke" x) and also "forgiveness" and also "#Joke" ^^ 
and also "forgiveness" and also "#Joke" ^^ but I will refrain i 
I try to communicate in a positive way by listening at the 
I am not therefore Lille and I'm still trying to understand the 
In any case in Lille they chat channel has larigot Oh yeah, 
I spend my time on the place and I try to understand, 
the place and I try to understand, again, what is your overall 
But in any case it is very practical to discuss when you're 
I'm past the place just now, there was no Ace of Spades, 
This is not really a subject to "choice" music, more culture as 
subject to "choice" music, more culture as a theme, and this is 
Bl I believe that access to music at all, training and listening 
to music at all, training and listening without it costing an arm, 
c music such as books and the rest, if you can not 
and the rest, if you can not read or do, how to 
 I guess, I know much, but if you love music you 
much, but if you love music you can make the first live, 
music you can make the first live, craftsmen, and this is no 
first live, craftsmen, and this is no less although a professional thing 
4 decks between David Guetta and synthesizer Jean-Michel Jarre, I do not 
and synthesizer Jean-Michel Jarre, I do not know what's more expensive to 
yes, but if you encounter great singers, composers, players c really better 
I mean you can find places you produce or not in exchange 
places you produce or not in exchange for a jackpot, but fun 
c as the debates, you have to have different opinions, but always 
have to have different opinions, but always with a bit of profession 
I do not think this is a president a lame duck that 
is a president a lame duck that can find solutions to the 
duck that can find solutions to the problems it has created for 
so then to make a complete song that is not too boring 
complete song that is not too boring to listen to, it takes 
too boring to listen to, it takes more than a ptetre eh, 
Yes there may be the opinion of one who also listens without 
paris: at the same time must be stupid to think that there 
must be stupid to think that there are only villains and nice 
 Besides, his tweet can not apply to him anyway because he 
not apply to him anyway because he solved more problems than it 
in front of Holland, there was a Hungarian prince married to an 
was a Hungarian prince married to an Italian princess, it was not 
I still do not understand how one can be disappointed in Holland 
I too feel the shot the same people who will vote against 
the same people who will vote against lepen the 2nd round for 
vote against lepen the 2nd round for 2017 and will be happy 
I not understand how you do to stay calm even while the 
do to stay calm even while the state does not take into 
while the state does not take into account your meme votes rundom 
ah yes, that clearly, I revel in advance all disappointed Hollandisme who 
revel in advance all disappointed Hollandisme who will go to vote in 
Hollandisme who will go to vote in the second round Juppalways stay 
I think in Switzerland if the state does not prennait a vote 
the state does not prennait a vote into account he would overthrow 
Yes but it is not used to it, not many people would 
used to it, not many people would the mouth for something he 
in Switzerland, they are all from Swiss cows make milk and cuckoos 
@stocky: I think the state is more or less enthusiasm to sit 
is more or less enthusiasm to sit on voting against mass immigration 
Swiss it benefit both the "situation" but shhh eh! we love them 
"situation" but shhh eh! we love them we will b **** well 
c true, they do not mix, so you can listen to 5 
@stocky: so much tension that the vote on the expulsion of foreign 
the vote on the expulsion of foreign criminals has been rejected  
I'm sure the "lambda" Switzerland has more influence on the French policy 
Well I was referring to the discussion in the same place yesterday 
the discussion in the same place yesterday around 17 / 18h it 
do not return the foreign criminals should be kept here in prison 
necessarily, it puts guy for smoking a joint or sold weed in 
It is not even basic super smart to pile up, ditto for 
super smart to pile up, ditto for hospitals, dilute the problems that 
ditto for hospitals, dilute the problems that are solved more or less 
 the banks have little to be ca 10% of assets in 
people should not look you a tote accused the banks is a 
a tote accused the banks is a problem yes but it's not 
is a problem yes but it's not just because of the Swiss 
it's not just because of the Swiss or countries that have money 
we're not in jail for selling 3 bars today in France, it 
selling 3 bars today in France, it takes a lot more than 
No he just play the game of the room and it works 
yeah we're going to jail when you get aggresser boxed for example 
This time the prison, I tend to believe those who have "lived" 
tend to believe those who have "lived" the thing more or less, 
have "lived" the thing more or less, because trust what is said 
or less, because trust what is said like that, the "one says" 
in my opinion your current problems is ca historic date of crap 
problems is ca historic date of crap that there was during the 
hmm this is not entirely wrong in so far as many of 
wrong in so far as many of the current state process are 
the problem does not come from the revolution, at least I think 
life in France, the political game was not as rotten in the 
Hi, sorry su off topic, you would know how to reach the 
you would know how to reach the not manifest commission, it seems 
reach the not manifest commission, it seems to me that there is 
it seems to me that there is a facebook group for those 
there is a facebook group for those who lives not in Paris 
for those who lives not in Paris but I did not find 
Bah it is to show that it is the banks and the 
that it is the banks and the many and varied gadgets accused, 
and the many and varied gadgets accused, all of which are created 
gadgets accused, all of which are created by people just like us 
@ Alexis1009: I do not know more than you, it seems anyway 
know more than you, it seems anyway that direct contact with the 
seems anyway that direct contact with the commissions are increasingly a arlienne 
me my dream is a deep learning about the hardship of people's 
And the draw you think what? This is not a good idea 
be it a player or elbows jacky the PMU, which puts full 
elbows jacky the PMU, which puts full excavation with the money I 
@Cmoi: As a computer, there is nothing worse than relying on artificial 
Which was tested there a long time successfully in ancient Greece it 
Aix: Yes but it will not pass in the head because of 
not pass in the head because of the people-the Greeks had slaves 
 they had the steam engine but they did not care because-they 
be it a player or elbows jacky the PMU, which puts full 
elbows jacky the PMU, which puts full excavation with the money I 
JACKY PRESIDENT! yes ancient greece had the steam engine JAmes watt fuck 
@Cmoi: An artificial intelligence that is arbitrary and in addition it obscured 
@Cmoi: No I do not see a political system that you can 
see a political system that you can explain to a child is 
good in any case it is futuristic but it's not too out 
is futuristic but it's not too out of it to be "good" 
too out of it to be "good" while Greece it had market 
a computer is UNABLE to get the go Oh and if you 
get the go Oh and if you calculate the worker dying on 
if you calculate the worker dying on average a year XX XX 
@stocky: (re) we are human, political animals (the time we live in 
political animals (the time we live in "society" Politicians are they doing 
live in "society" Politicians are they doing in the jargon, this is 
they doing in the jargon, this is because their policy is not 
ca pointless to calculate pensions if one has an unconditional basic income 
Yet a different vision of the "debt crisis", ca talking about Belgium, 
the "debt crisis", ca talking about Belgium, but it can be done 
about Belgium, but it can be done parallel with all European countries 
you create an advice if the thing is too enflame to block 
like robot that calculates the stock market and that are crap and 
not stocky, robots who calculated the course of the scholarships are not 
An assembly of people who are drawn, compensation, regularly renewed with one 
you publish a crappy stuff on twitter and your robot it is 
the computer must constantly take decision to have a solution that fits 
Aix: how fair and impartial? I would say that it depends on 
I would say that it depends on the decision, in an emergency 
Yes stocky normal well you publish a crappy stuff on twitter your 
publish a crappy stuff on twitter your course will go down anyway 
@Cmoi: Then imagine a policy with robots that analyze people, they just 
well you create an open source with a comprehensible and understandable algo 
then indeed artificial intelligence is fun, it helps to globalize, but there's 
fun, it helps to globalize, but there's always a purpose and that 
@Cmoi: Gender everyone says that there will be a war to laugh, 
there will be a war to laugh, and the robot analyzes ca 
to laugh, and the robot analyzes ca and it sends missile with 
@Cmoi: Precisely for this that you can use the decision aid, but 
you can use the decision aid, but the algorithm will not decide 
aid, but the algorithm will not decide in your place that is 
this is not an income given to all without @Cmoi condition to 
given to all without @Cmoi condition to have enough to live on 
yeah well that's not what nimporte? Custom I stopped to work if 
nimporte? Custom I stopped to work if I have an unconditional income 
@Cmoi: A "sensor well be" I would say money, otherwise we are 
@Cmoi: Everyone says AC and in fact there have been surveys and 
in fact there have been surveys and the majority of people would 
surveys and the majority of people would continue to work because-you mad 
people would continue to work because-you mad when you anything you need 
I confess to the algorithm is not the time, but again in 
I can give you lessons if you want @ Juju29: we gossiped 
if you want @ Juju29: we gossiped on another chan about this? 
@Cmoi But as you are a minority you pose no problem to 
a minority you pose no problem to the system of basic income 
@stocky: besides there are plenty of people who bump currently in republic 
fr otherwise the radio page of the site, I find it more 
Every day there are thousands to occupy public space to take our 
 Join us now, and decide together our common future in this 
decide together our common future in this political movement or party without 
Is it possible to create a channel currency / basic income / 
this would be an opportunity to get involved in citizen initiatives, take 
to get involved in citizen initiatives, take the time to learn an 
initiatives, take the time to learn an artistic practice simple examples  
@Cmoi: Money has the value that we give him is that piece 
that we give him is that piece of paper or vacuum often 
I see here that "Home" and "communication", there is another channel list? 
the problem with this basic income history / salary for life and 
income history / salary for life and all that, is that it 
life and all that, is that it is far, far too far 
 I do not say unthinkable, but it is more a horizon 
in short, we must stop thinking that the relationship between money and 
@Cmoi: Must also know that the money you possess today is the 
monetary revolution - Debate between Chouard Etienne Sthane and Jean Baptiste Laborde 
the problem is that you do ca on your country, but you 
@Cmoi: Biensur she leaves the country, it is concurance with other currencies 
@Cmoi: Then or not she not come out, you can also tell 
not come out, you can also tell you to have two currencies 
Hello everyone! if you want to debate and there is a report 
to debate and there is a report on a pad come on 
like that the proposals and what emerges could be said to the 
what emerges could be said to the AG or the other republic 
impossible in the state can be, but it deserves to be considered, 
be, but it deserves to be considered, saying that it will not 
and even if it seems unlikely, I prefer people who think about 
unlikely, I prefer people who think about it, rather than people who 
think about it, rather than people who comment not touch my post 
@Cmoi: Unconditional income? Swiss speak by nationalizing their banks and by reserving 
by nationalizing their banks and by reserving the monopoly of money creation: 
by reserving the monopoly of money creation: full currency initiative (soon vote) 
guys they steal money from europe after normal they can launch ca 
ah yeah genre what? was "land" bollorin africa? we take advantage of 
@Cmoi: You sell arms, trains you sell, you sell services, you export 
A Swiss banker explains in 36 minutes the scam of money creation 
Follow Modernocratie to support us on facebook and stay informed about the 
on facebook and stay informed about the democratic project in Switzerland! https: 
@yeno: and yet until recently France was a country not so badly 
France was a country not so badly off even for these citizens, 
so badly off even for these citizens, it smells good scenario for 
@Cmoi: It is not impossible to sell things while having a basic 
it is not sitting on our ass to the account at the 
our ass to the account at the end of the year and 
a favored country, which does not mean much indeed, but France is 
not mean much indeed, but France is beautiful is an international power 
France is beautiful is an international power (on lots of areas that 
international power (on lots of areas that I disapprove of course, but 
yes, it's a bit where I was getting too and this is 
I was getting too and this is not a reason for not 
if you can read, you have a smartphone and a credit card 
have a smartphone and a credit card you are part of the 
@Cmoi: Without wanting to disappoint you credit cards and smartphone that will 
you credit cards and smartphone that will use a lot in the 
the poor can not be a smartphone for electricity but it is 
@stocky I also think monaitaire question is one of the main nerves 
question is one of the main nerves of the war between peoples 
I prefer an online referendums system (electronic? blockchain?) that the current voting 
system (electronic? blockchain?) that the current voting system, which electronically or not 
"400 million smartphones shipped in the last quarter 2015," a small stat 
@stocky: by against Internet is a tool to discuss and pass laws 
@stocky: I love the operation of AG who stand up for the 
@cyrildelacour: If you want to hope that continues DEMOCRACY does not rely 
In any event, even a citizen vote parfais without popular education and 
citizen vote parfais without popular education and independence of the media, ca 
@cyrildelacour: IT is controlled by humans, and if one day we made 
humans, and if one day we made machine that can think for 
we made machine that can think for them same, it will still 
think for them same, it will still be limited or exterminate it 
@stocky: yes, I rather on account of citizens for democracy (local in 
account of citizens for democracy (local in his exercise then the federation 
hence the relevance of open source chat rooms, free expression, the list 
 I am here to make you aware of my appreciation for 
make you aware of my appreciation for what you do in France 
 He's back in France here in Italy becaufe person does anything 
 It has a disability and society notched pkus these people in 
 But however this deuis a year in France, he became an 
a year in France, he became an active member of your movement 
 Hat for you all, while Italian which unfortunately I am part 
IT is not a barrier for me, as long as it is 
for me, as long as it is not commercial, for-profit, and is 
besancon: the science fiction that is sometimes scary how well it's true 
 Press conference by Henri Krasucki: "there is still time to make 
Krasucki: "there is still time to make impossible this is unacceptable  
 this Europe we were smiling this is the loss of the 
we can do that assuming the risk associated with data exposure, that's 
I have lived in paris for 4 years and I have frequented 
for 4 years and I have frequented the France since anns and 
I am also a person who says no alternative to this company 
who says no alternative to this company and I m also unworthy 
this company and I m also unworthy participant's plenty to wake the 
it feels good to read a smart cat, or talking about the 
Therefore each user is unpaid, twitter make money without creating content, facebook 
twitter make money without creating content, facebook like, uber is a company 
content, facebook like, uber is a company without a car and without 
a company without a car and without employees, the TV is with 
and without employees, the TV is with us, without us (the resource) 
is with us, without us (the resource) there shall exist not, or 
because you wind your look without asking your advice and make money 
And Paris, are there any free-thinking intellectuals who come to exhibit their 
free-thinking intellectuals who come to exhibit their work and thoughts? Those not 
exhibit their work and thoughts? Those not hear that too in TRADITIONAL 
a guy who has already come to piss the world with his 
the guy who feels pissing have created an IRC chan with his 
debout @ * you stop it immediately or we have to be 
it immediately or we have to be more radical measure paw in 
And first write down low, not in the middle otherwise the bazaar, 
not in the middle otherwise the bazaar, to be discussed before changing 
irl I can get the source code of the current rocket to 
Former Greek Finance Minister praised Emmanuel Macron, one member of the government 
Emmanuel Macron, one member of the government understand the Greek crisis after 
So I can leave you alone and old to try to lure 
alone and old to try to lure the barge gently Night Stand? 
irl: already puts your avatar in mask and after you speak fear 
 the link of the CR on the wiki bah you base 
CR on the wiki bah you base you in the ground like 
I not denigrate your work, but what they say is really of 
but what they say is really of such importance? (Simple question of 
really of such importance? (Simple question of fact in humility, it will 
question of fact in humility, it will launch another debate like ptetre) 
or the idea of ??soliciting #DEV rather lean for a chat forum 
#DEV rather lean for a chat forum - just the choice / 
chat forum - just the choice / structuring the right tool is 
I have not really matter to make, but I find it interesting 
Yes, a forum to ask some detailed ideas that leave a mark 
some detailed ideas that leave a mark and a few minutes would 
Lille I noticed an idea you agree, but it really should all 
you agree, but it really should all see? I mean, that did 
should all see? I mean, that did t we say here (for 
that did t we say here (for example) that have not already 
I read yes, it's quite all these ideas, there are plenty of 
all these ideas, there are plenty of really new things, others less, 
plenty of really new things, others less, but there really needs to 
I think too, although I understand that flaw also encourage maximum the 
understand that flaw also encourage maximum the person to take the seats 
cergy: what is a little spirit of the Wiki page / History 
spirit of the Wiki page / History of Social Movements (under editorial) 
Yes, of course Juju29, many citizens have not (yet?) The opportunity to 
citizens have not (yet?) The opportunity to express themselves in public places 
it's hard to dare in real life, it is virtually already a 
real life, it is virtually already a step in the implementation of 
NEWSGRAMS - The court sentenced one of the defendants to three months 
irl: I can not find the page Wiki / history of social 
the page Wiki / history of social movements, can you give the 
By focusing on organic and free, Albi, is en route to self-sufficiency! 
Guarantee all healthy food and green: never a big city had not 
green: never a big city had not had such an ambition! Close 
had not had such an ambition! Close up of a great and 
"If c is the font that says, c is that it must 
that says, c is that it must be true," he slips before 
it must be true," he slips before s concern for his dog 
fr really is an initiative of the movement? I have heard criticism 
of the movement? I have heard criticism of the initiators of the 
heard criticism of the initiators of the site that would have acted 
AMMAN (Reuters) - Francois Hollande said Tuesday in Amman payment by France 
said Tuesday in Amman payment by France of nearly one billion to 
by France of nearly one billion to help Jordan euros over the 
 "We consider that Jordan needs this support," said the French president 
needs this support," said the French president in a speech to the 
I say, I wanted to ask if anyone had information about people 
ask if anyone had information about people connected to the night standing 
You tell me if he comes back the other mirc as a 
comes back the other mirc as a troll I can not stand 
Come on, one last links if you like history, always very boring 
if you like history, always very boring to have a different version 
very boring to have a different version than our school textbooks: https://www 
there are more debates on the youtube channel of nuitDebout but necessarily 
the youtube channel of nuitDebout but necessarily lag is becaufe youtube flash 
Ah, there is a channel for videos links? desolhere if I then 
Lille: you know if it's possible to track multiple channels meme time? 
 As against this is not the time to get into the 
not the time to get into the town if you plan to 
 And it is a little old school Trotskyist, but it does 
little old school Trotskyist, but it does not prevent it ever interresante 
 After as for the rest, never take everything for granted agent 
rest, never take everything for granted agent and try to form its 
fr lounge # Night-Stand to continue to speak the advent chat- youtube 
continue to speak the advent chat- youtube farm vener I invite you 
fr lounge # Night-Stand to continue to speak the advent chat- youtube 
continue to speak the advent chat- youtube farm vener I invite you 
fr lounge # Night-Stand to continue to speak the advent chat- youtube 
continue to speak the advent chat- youtube farm vener I invite you 
fr lounge # Night-Stand to continue to speak the advent chat- youtube 
continue to speak the advent chat- youtube farm vener I invite you 
I like the story of Jeane d'Arc by Henri Guillemin, 4 episodes 
Jeane d'Arc by Henri Guillemin, 4 episodes but we learn a lot 
We do not cut me when I speak of the Municipality of 
lol Anyway, it is a sacred orator, it is clear that it 
sacred orator, it is clear that it is pleasant to listen to 
paris ah bot I galley He specializes in debt and had been 
He specializes in debt and had been called by Tsipras to audit 
(Because I'm tired of not finding a picture posted some time ago 
Before we talk about democracy, it will liquidate the sovereign debt  
Socialist of 1977-2008 has been favorable to the Maastricht Treaty in 1992 
The cat is a place of contacting, discussion, exchange and conviviality in 
of contacting, discussion, exchange and conviviality in the service of #nuitdebout movement 
This cat is free entry to all  te  s participants 
to all  te  s participants and supporters of the movement 
The cat is a place open to all, so * anything that 
open to all, so * anything that is traded in channels is 
 This is not a good place to disseminate confidential / sensitive 
To chat to work and remains a friendly place, there is a 
remains a friendly place, there is a set of rules to follow 
 In case of non-compliance thereof, the leaders will be forced to 
thereof, the leaders will be forced to take coercive measures to impose 
- The aggression, harassment, insults, defamatory or false accusations against any chatter; 
- Racist, xenophobic, revisionist or negationist, glorifying war crime, discriminating or inciting 
negationist, glorifying war crime, discriminating or inciting hatred against any chatter because 
or inciting hatred against any chatter because of its origins, ethnicity, creed 
Note: the "@ all" should be used only for very important or 
paris Romain Leclerc filmed a moment this intervention (I think) to see 
I do not do web dev, just the C # haxe and 
dev, just the C # haxe and stuff, not very helpful here 
@nemolivier if I can help a moment, it would be with plasir 
a moment, it would be with plasir this seems unfeasible, but it 
with plasir this seems unfeasible, but it would be genial to have 
but it would be genial to have an app like paypal for 
@ Amaury is very cool ^^ it with tools like that it 
^^ it with tools like that it is possible to avoid massive 
if a company's accounts are visible to everyone, much harder to cheat, 
@hervebrin: c was a joke: d c is used @amaury who is 
d c is used @amaury who is quick to welcome the new 
Come on, one last links if you like history, always very boring 
if you like history, always very boring to have a different version 
very boring to have a different version than our school textbooks: https://www 
Nope, I'm a man, but inside it has no importance Otherwise I'm 
inside it has no importance Otherwise I'm fine, and you @Sent ?? 
@Sent: I can not find the video of Guillemet on the Bank 
the video of Guillemet on the Bank of France created by Napoleon 
Napoleon and the creation of the Bank of France by Henri Guillemin 
Napoleon and the creation of the Bank of France by Henri Guillemin 
Nope, I'm a man, but inside it has no importance Otherwise I'm 
inside it has no importance Otherwise I'm fine, and you @Sent ?? 
5 million euros of illegal payments | Association For A Direct Democracy 
The cat is a place of contacting, discussion, exchange and conviviality in 
of contacting, discussion, exchange and conviviality in the service of #nuitdebout movement 
This cat is free entry to all  te  s participants 
to all  te  s participants and supporters of the movement 
The cat is a place open to all, so * anything that 
open to all, so * anything that is traded in channels is 
 This is not a good place to disseminate confidential / sensitive 
all Either this is not the "finkiegfraut-gate" in itself was injurious to 
@all Also we invite you to comment this dispatch release! re https://wiki 
 it will not, I'm not citizens and do not recognize any 
not citizens and do not recognize any legitimacy to the institutions that 
 A democracy any court, "participatory implies that we amount already in 
 In order to make the proper judgment, pursuant to Article XII 
 In drafting the statement we made the choice to take the 
we made the choice to take the words in their ordinary meaning 
take the words in their ordinary meaning (sense Newspeak if you prefer) 
ordinary meaning (sense Newspeak if you prefer) and discreet irony underline their 
you prefer) and discreet irony underline their true meaning: a citizen makes 
This choice was made because the purpose of the statement is not 
the purpose of the statement is not to bring the claims to 
is not to bring the claims to change the political system but 
claims to change the political system but to report on Night Stand 
system but to report on Night Stand to the attention of the 
Night Stand to the attention of the general public through the media, 
of the general public through the media, so we need to talk 
Otherwise the reference to Article 12 it is the comic spring (two 
12 it is the comic spring (two defining judge: opinion and judicial) 
spring (two defining judge: opinion and judicial) and is used to refer 
and judicial) and is used to refer to police violence (that make 
Of course these choices are open to criticism and that's why I 
open to criticism and that's why I thank you for your return 
 If you want to propose an improvement of the release you 
propose an improvement of the release you are free to do so 
The cat is a place of contacting, discussion, exchange and conviviality in 
of contacting, discussion, exchange and conviviality in the service of #nuitdebout movement 
This cat is free entry to all  te  s participants 
to all  te  s participants and supporters of the movement 
The cat is a place open to all, so * anything that 
open to all, so * anything that is traded in channels is 
 This is not a good place to disseminate confidential / sensitive 
To chat to work and remains a friendly place, there is a 
remains a friendly place, there is a set of rules to follow 
 In case of non-compliance thereof, the leaders will be forced to 
thereof, the leaders will be forced to take coercive measures to impose 
- The aggression, harassment, insults, defamatory or false accusations against any chatter; 
- Racist, xenophobic, revisionist or negationist, glorifying war crime, discriminating or inciting 
negationist, glorifying war crime, discriminating or inciting hatred against any chatter because 
or inciting hatred against any chatter because of its origins, ethnicity, creed 
Note: the "@ all" should be used only for very important or 
The cat is a place of contacting, discussion, exchange and conviviality in 
of contacting, discussion, exchange and conviviality in the service of #nuitdebout movement 
This cat is free entry to all  te  s participants 
to all  te  s participants and supporters of the movement 
The cat is a place open to all, so * anything that 
open to all, so * anything that is traded in channels is 
 This is not a good place to disseminate confidential / sensitive 
To chat to work and remains a friendly place, there is a 
remains a friendly place, there is a set of rules to follow 
 In case of non-compliance thereof, the leaders will be forced to 
thereof, the leaders will be forced to take coercive measures to impose 
- The aggression, harassment, insults, defamatory or false accusations against any chatter; 
- Racist, xenophobic, revisionist or negationist, glorifying war crime, discriminating or inciting 
negationist, glorifying war crime, discriminating or inciting hatred against any chatter because 
or inciting hatred against any chatter because of its origins, ethnicity, creed 
Note: the "@ all" should be used only for very important or 
Hi Here the event for a # 1erMaiDebout throughout France and for 
a # 1erMaiDebout throughout France and for all cities which are Republic 
com/events/540805579424550 to share! We are waiting with banners and placards to each 
@cyrildelacour: yes, a reaction, the only truth of this conspi video is 
only truth of this conspi video is that the DNS belongs to 
video is that the DNS belongs to the company Raiz, a member 
belongs to the company Raiz, a member who is part of the 
 The domain name will be transferred to something else, association, organization, 
be transferred to something else, association, organization, it is difficult to choose, 
association, organization, it is difficult to choose, ustement for trust issues, transparency, 
to choose, ustement for trust issues, transparency, but we already have with 
issues, transparency, but we already have with us companies that are blameless 
have with us companies that are blameless in this Point (squaring the 
are blameless in this Point (squaring the net, open democracy now), but 
(squaring the net, open democracy now), but the transfer is not done 
now), but the transfer is not done in one day, because you 
 The NDD was filed in emergency for the movement, to be 
in emergency for the movement, to be sure coke and other enlarge 
to be sure coke and other enlarge your penis take, or a 
other enlarge your penis take, or a guy to sell T shirt 
 that all decisions are taken among 300 people, in front of 
taken among 300 people, in front of 1500 people, for digital, there 
front of 1500 people, for digital, there is no particular authority setting 
digital, there is no particular authority setting from the difficulty of ensuring 
authority setting from the difficulty of ensuring that everyone can learn from 
of ensuring that everyone can learn from the advanced digital projects, and 
learn from the advanced digital projects, and can vote and participate, but 
